Position,Column Label,Answer Type,Important Text,Question Text,Group Text,Sub Question Text,Answer Text,Question ID,Group #,Sub Question #,Answer #,Report As,Answer Values...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Q640_D,Single-Punch-Item,Construct new street and highway improvements to better connect parts of the city,"There are different ways to focus on the goals.  Thinking specifically about transportation issues and priorities, please rate each of the following where 1 means ""Not at all important to the future of Nashville"" and 10 means ""Extremely important priority",,Construct new street and highway improvements to better connect parts of the city,,Q640,1,D,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Q640_E,Single-Punch-Item,Improve road maintenance and operations on existing roads,"There are different ways to focus on the goals.  Thinking specifically about transportation issues and priorities, please rate each of the following where 1 means ""Not at all important to the future of Nashville"" and 10 means ""Extremely important priority",,Improve road maintenance and operations on existing roads,,Q640,1,E,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Q640_F,Single-Punch-Item,Promote flexible and remote work schedules to reduce the need and impact of commuting,"There are different ways to focus on the goals.  Thinking specifically about transportation issues and priorities, please rate each of the following where 1 means ""Not at all important to the future of Nashville"" and 10 means ""Extremely important priority",,Promote flexible and remote work schedules to reduce the need and impact of commuting,,Q640,1,F,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Q640_STRAIGHTLINER,Single-Punch-Item,Respondent straightlined in Q640,Respondent straightlined in Q640,,,,Q640_STRAIGHTLINER,1,1,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Q645,Single-Punch-Item,To what extent do you agree with the statement: Investing in city-wide public transportation is an important priority for Nashville?,To what extent do you agree with the statement: Investing in city-wide public transportation is an important priority for Nashville?,,,,Q645,1,1,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Somewhat agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Q650,Single-Punch-Item,Below are various goals for K-12 education in Nashville.  Which do you believe should be the most important education goal for the children of Nashville?,Below are various goals for K-12 education in Nashville.  Which do you believe should be the most important education goal for the children of Nashville?,,,,Q650,1,1,,,1 = Ensure they can support themselves as an adult in the real world,2 = Ensure they are prepared for college,3 = Ensure they have the skills they will need to be successful in the workplace,4 = Provide a way to lift children out of poverty and level the playing field for their future,5 = Ensure they are well informed and able to engage in civic and political matters in their community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Q655,Single-Punch-Item,Now select the goal you feel is second most important.,Now select the goal you feel is second most important.,,,,Q655,1,1,,,1 = Ensure they can support themselves as an adult in the real world,2 = Ensure they are prepared for college,3 = Ensure they have the skills they will need to be successful in the workplace,4 = Provide a way to lift children out of poverty and level the playing field for their future,5 = Ensure they are well informed and able to engage in civic and political matters in their community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Q660_A,Single-Punch-Item,"Improve teacher quality through better recruitment, compensation, training, etc.","There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,"Improve teacher quality through better recruitment, compensation, training, etc.",,Q660,1,A,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Q660_B,Single-Punch-Item,Increase funding for public education (per pupil spending is way below comparable cities),"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Increase funding for public education (per pupil spending is way below comparable cities),,Q660,1,B,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Q660_C,Single-Punch-Item,Increase school safety,"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Increase school safety,,Q660,1,C,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Q660_D,Single-Punch-Item,Focus on failing schools to do whatever is needed to turn them around,"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Focus on failing schools to do whatever is needed to turn them around,,Q660,1,D,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Q660_E,Single-Punch-Item,"Focus on early childhood health and education—without a good start, chances for success go way down","There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,"Focus on early childhood health and education—without a good start, chances for success go way down",,Q660,1,E,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Q660_F,Single-Punch-Item,Increase personalized student focus and support to teach kids in ways that best fit their individual needs,"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Increase personalized student focus and support to teach kids in ways that best fit their individual needs,,Q660,1,F,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Q660_G,Single-Punch-Item,Increase the schooling choice and options available to parents to make sure their child gets the best education,"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Increase the schooling choice and options available to parents to make sure their child gets the best education,,Q660,1,G,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Q660_H,Single-Punch-Item,"Increase access to affordable, high-quality childcare and early childhood education","There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,"Increase access to affordable, high-quality childcare and early childhood education",,Q660,1,H,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Q660_I,Single-Punch-Item,Focus on modernizing our school facilities and materials—every child deserves a clean and up-to-date place to learn,"There are different ways to focus on the goals.  Thinking specifically about education priorities, please rate each of the following where 1 means ""Not at all important to the future of education in Nashville"" and 10 means ""Extremely important priority fo",,Focus on modernizing our school facilities and materials—every child deserves a clean and up-to-date place to learn,,Q660,1,I,,,1 = Not at all important1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,10 = Extremely important10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Q660_STRAIGHTLINER,Single-Punch-Item,Respondent straightlined in Q660,Respondent straightlined in Q660,,,,Q660_STRAIGHTLINER,1,1,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Q665,Single-Punch-Item,To what extent do you agree with the statement: Investing in public education is an important priority for Nashville?,To what extent do you agree with the statement: Investing in public education is an important priority for Nashville?,,,,Q665,1,1,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Somewhat agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Q700,Single-Punch-Item,"Thinking about your own neighborhood, how close does it come to your vision of the ""ideal"" neighborhood versus what might be considered as ""one of the worst"".  Using a 1 to 10 scale where 1 means you feel your neighborhood is ""one of the worst"" and 10 mea","Thinking about your own neighborhood, how close does it come to your vision of the ""ideal"" neighborhood versus what might be considered as ""one of the worst"".  Using a 1 to 10 scale where 1 means you feel your neighborhood is ""one of the worst"" and 10 mea",,,,Q700,1,1,,,1 = One of the worst1,2 = 2,3 = 3,4 = 4,5 = 5,6 = 6,7 = 7,8 = 8,9 = 9,"10 = Perfectly matches your ""ideal""10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Q710_1_A,Multi-Punch-Item,Police/fire stations::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Police/fire stations,Q710,1,1,A,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Q710_1_B,Multi-Punch-Item,Hospital::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Hospital,Q710,1,1,B,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Q710_1_C,Multi-Punch-Item,Affordable housing options::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Affordable housing options,Q710,1,1,C,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Q710_1_D,Multi-Punch-Item,Grocery stores::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Grocery stores,Q710,1,1,D,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Q710_1_E,Multi-Punch-Item,Easy access to highways::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Easy access to highways,Q710,1,1,E,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Q710_1_F,Multi-Punch-Item,Doctor/Dentist offices::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Doctor/Dentist offices,Q710,1,1,F,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Q710_1_G,Multi-Punch-Item,Parks/recreational fields::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Parks/recreational fields,Q710,1,1,G,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Q710_1_H,Multi-Punch-Item,Schools::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Schools,Q710,1,1,H,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Q710_1_I,Multi-Punch-Item,Sidewalks with good lighting on both sides of every street::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Sidewalks with good lighting on both sides of every street,Q710,1,1,I,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Q710_1_J,Multi-Punch-Item,Parks and green spaces::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Parks and green spaces,Q710,1,1,J,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Q710_1_K,Multi-Punch-Item,Library::Important,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Important,Library,Q710,1,1,K,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
